ID;SABOR;VALOR;ESTADO;TIPO;DATA;FORMA DE PAGAMENTO
3205;frango com queijo;16;Maranhão;frita;10/10/2019;DINHEIRO
3206;carne com cream cheese;21;Rio de Janeiro;assada;14/05/2019;CRÉDITO
3207;calabresa com queijo;15;Mato Grosso do Sul;assada;30/07/2018;DÉBITO
3208;calabresa com cream cheese;22;Mato Grosso do Sul;assada;10/08/2019;CRÉDITO
3209;carne;12;Bahia;frita;15/12/2022;DÉBITO
3210;carne;12;Rio Grande do Sul;frita;13/05/2023;DÉBITO
3211;calabresa com queijo;15;Alagoas;frita;09/02/2022;DÉBITO
3212;calabresa com queijo;15;Rio de Janeiro;frita;21/08/2024;PIX
3213;frango com queijo;16;Mato Grosso do Sul;frita;31/12/2023;DÉBITO
3214;carne com queijo;17;Santa Catarina;frita;12/03/2024;CRÉDITO
3215;frango;11;Ceará;frita;02/06/2019;DÉBITO
3216;pizza;10;Minas Gerais;assada;28/04/2020;PIX
3217;carne;12;Minas Gerais;assada;13/08/2023;DÉBITO
3218;carne;12;Alagoas;assada;14/02/2020;CRÉDITO
3219;carne com cream cheese;21;Rio de Janeiro;assada;10/04/2019;DINHEIRO
3220;carne com cream cheese;21;Alagoas;frita;14/05/2024;CRÉDITO
3221;carne com cream cheese;21;Mato Grosso do Sul;frita;29/12/2024;DINHEIRO
3222;frango;11;Rio Grande do Sul;assada;05/12/2022;DINHEIRO
3223;frango;11;São Paulo;frita;29/06/2020;DÉBITO
3224;calabresa com queijo;15;Mato Grosso do Sul;assada;22/11/2023;PIX
3225;pizza;10;Mato Grosso do Sul;assada;25/03/2024;PIX
3226;carne com cream cheese;21;Santa Catarina;assada;03/11/2019;PIX
3227;frango com queijo;16;São Paulo;assada;26/04/2024;DÉBITO
3228;carne com cream cheese;21;Santa Catarina;frita;30/12/2023;DINHEIRO
3229;frango com cream cheese;20;Rio Grande do Sul;assada;05/01/2021;PIX
3230;calabresa com cream cheese;22;Alagoas;assada;15/07/2022;DÉBITO
3231;frango com queijo;16;Mato Grosso do Sul;frita;29/08/2019;CRÉDITO
3232;carne com cream cheese;21;Mato Grosso do Sul;frita;12/05/2019;DINHEIRO
3233;frango com queijo;16;Maranhão;assada;18/02/2021;CRÉDITO
3234;calabresa com cream cheese;22;Santa Catarina;frita;21/11/2024;DÉBITO
3235;frango com cream cheese;20;Minas Gerais;assada;09/01/2024;DÉBITO
3236;calabresa com cream cheese;22;Rio Grande do Sul;frita;13/01/2019;DINHEIRO
3237;carne;12;Ceará;frita;19/12/2021;CRÉDITO
3238;frango;11;Minas Gerais;frita;28/02/2020;CRÉDITO
3239;frango com queijo;16;Rio de Janeiro;assada;12/10/2023;CRÉDITO
3240;calabresa com queijo;15;Rio de Janeiro;frita;30/12/2024;DINHEIRO
3241;calabresa com cream cheese;22;Mato Grosso do Sul;frita;06/08/2022;CRÉDITO
3242;calabresa com cream cheese;22;Rio de Janeiro;frita;11/08/2024;PIX
3243;frango;11;Mato Grosso do Sul;frita;24/04/2023;DÉBITO
3244;calabresa com queijo;15;Alagoas;assada;13/02/2021;DINHEIRO
3245;pizza;10;São Paulo;frita;19/01/2023;DÉBITO
3246;frango;11;Mato Grosso do Sul;frita;07/01/2019;DÉBITO
3247;calabresa;9;Santa Catarina;frita;17/04/2022;DÉBITO
3248;carne com queijo;17;Alagoas;assada;23/06/2018;PIX
3249;carne;12;Mato Grosso do Sul;frita;18/10/2024;DINHEIRO
3250;carne com cream cheese;21;Mato Grosso do Sul;assada;25/09/2023;PIX
3251;pizza;10;Maranhão;assada;28/01/2023;PIX
3252;frango;11;Alagoas;frita;21/01/2022;DINHEIRO
3253;calabresa com queijo;15;Ceará;assada;18/07/2018;PIX
3254;pizza;10;Minas Gerais;assada;07/11/2020;PIX
3255;frango com cream cheese;20;Santa Catarina;assada;16/04/2020;DINHEIRO
3256;pizza;10;Minas Gerais;assada;22/06/2018;DÉBITO
3257;carne com queijo;17;Rio Grande do Sul;assada;21/11/2022;CRÉDITO
3258;carne;12;Santa Catarina;frita;16/09/2018;CRÉDITO
3259;pizza;10;Rio de Janeiro;assada;29/10/2018;DINHEIRO
3260;calabresa;9;Mato Grosso do Sul;assada;20/12/2020;DINHEIRO
3261;frango com queijo;16;Santa Catarina;frita;18/09/2023;CRÉDITO
3262;carne com queijo;17;Rio Grande do Sul;frita;28/08/2019;DÉBITO
3263;calabresa;9;Mato Grosso do Sul;assada;20/04/2018;CRÉDITO
3264;pizza;10;Ceará;frita;26/08/2021;DINHEIRO
3265;calabresa;9;Maranhão;assada;14/11/2022;DINHEIRO
3266;frango;11;Mato Grosso do Sul;frita;19/12/2021;DÉBITO
3267;calabresa com queijo;15;Santa Catarina;assada;21/11/2023;PIX
3268;calabresa com queijo;15;Minas Gerais;assada;09/07/2021;DÉBITO
3269;carne;12;São Paulo;assada;12/01/2020;DÉBITO
3270;calabresa com cream cheese;22;Santa Catarina;frita;18/04/2021;PIX
3271;frango com cream cheese;20;Rio Grande do Sul;frita;17/03/2019;DINHEIRO
3272;calabresa com queijo;15;Mato Grosso do Sul;frita;04/05/2020;PIX
3273;calabresa;9;Minas Gerais;assada;24/08/2022;DÉBITO
3274;frango com cream cheese;20;Rio de Janeiro;frita;06/04/2023;DINHEIRO
3275;carne;12;Rio de Janeiro;frita;14/06/2024;DÉBITO
3276;frango;11;Rio de Janeiro;assada;08/04/2020;DÉBITO
3277;calabresa;9;Ceará;frita;15/11/2020;PIX
3278;calabresa;9;Minas Gerais;assada;05/12/2021;PIX
3279;frango;11;Ceará;assada;31/10/2022;CRÉDITO
3280;carne com cream cheese;21;Minas Gerais;assada;08/11/2024;DINHEIRO
3281;carne com queijo;17;Mato Grosso do Sul;assada;08/10/2018;CRÉDITO
3282;carne com queijo;17;Ceará;assada;13/12/2021;PIX
3283;carne com queijo;17;Ceará;assada;09/11/2021;CRÉDITO
3284;carne;12;Maranhão;frita;23/08/2022;CRÉDITO
3285;pizza;10;Alagoas;assada;14/03/2023;DÉBITO
3286;calabresa com cream cheese;22;Santa Catarina;assada;15/06/2021;PIX
3287;frango com queijo;16;Alagoas;frita;20/05/2018;PIX
3288;calabresa;9;Ceará;frita;12/08/2022;DINHEIRO
3289;calabresa com queijo;15;Ceará;assada;14/11/2019;CRÉDITO
3290;carne com queijo;17;Bahia;assada;28/09/2019;PIX
3291;frango;11;Alagoas;frita;23/08/2023;DINHEIRO
3292;carne com cream cheese;21;Rio Grande do Sul;assada;14/02/2020;DINHEIRO
3293;pizza;10;Alagoas;frita;05/03/2024;DÉBITO
3294;carne;12;Maranhão;frita;12/04/2018;DINHEIRO
3295;frango com queijo;16;Santa Catarina;frita;26/09/2022;CRÉDITO
3296;calabresa com queijo;15;Mato Grosso do Sul;assada;05/09/2020;DÉBITO
3297;frango com queijo;16;Alagoas;assada;19/03/2018;CRÉDITO
3298;carne com cream cheese;21;Maranhão;frita;10/08/2023;DÉBITO
3299;carne com queijo;17;Rio Grande do Sul;assada;24/02/2024;DÉBITO
3300;carne com queijo;17;Mato Grosso do Sul;frita;21/08/2024;DÉBITO
3301;carne;12;Minas Gerais;frita;01/01/2022;CRÉDITO
3302;frango;11;Santa Catarina;assada;06/06/2024;CRÉDITO
3303;carne;12;Alagoas;frita;20/05/2023;CRÉDITO
3304;frango;11;Ceará;frita;09/10/2022;PIX
3305;frango;11;Alagoas;frita;15/07/2022;DÉBITO
3306;calabresa com cream cheese;22;Maranhão;assada;07/09/2019;DÉBITO
3307;carne com queijo;17;Bahia;frita;29/01/2018;CRÉDITO
3308;frango com cream cheese;20;Mato Grosso do Sul;frita;10/06/2021;DINHEIRO
3309;calabresa;9;Mato Grosso do Sul;assada;31/03/2020;DINHEIRO
3310;calabresa com queijo;15;Mato Grosso do Sul;assada;30/12/2020;CRÉDITO
3311;pizza;10;Ceará;assada;27/06/2020;DÉBITO
3312;carne com cream cheese;21;Alagoas;assada;27/09/2019;PIX
3313;calabresa com cream cheese;22;Santa Catarina;assada;11/03/2022;DÉBITO
3314;calabresa;9;Maranhão;assada;06/04/2022;CRÉDITO
3315;carne com cream cheese;21;São Paulo;frita;22/02/2021;CRÉDITO
3316;carne com queijo;17;Rio Grande do Sul;frita;20/09/2019;CRÉDITO
3317;calabresa;9;Maranhão;assada;14/04/2021;PIX
3318;frango com queijo;16;Santa Catarina;frita;21/01/2019;PIX
3319;carne;12;Minas Gerais;assada;26/04/2024;DÉBITO
3320;calabresa com queijo;15;Alagoas;assada;02/09/2024;DINHEIRO
3321;frango;11;Rio Grande do Sul;frita;24/03/2019;DINHEIRO
3322;calabresa com queijo;15;Ceará;assada;20/10/2024;DÉBITO
3323;calabresa com cream cheese;22;Ceará;frita;26/08/2022;DÉBITO
3324;calabresa;9;Bahia;frita;14/12/2024;DINHEIRO
3325;carne com queijo;17;São Paulo;frita;22/06/2024;DINHEIRO
3326;pizza;10;Ceará;assada;28/06/2019;CRÉDITO
3327;carne;12;Maranhão;assada;27/10/2024;DÉBITO
3328;frango;11;Rio de Janeiro;frita;06/12/2021;PIX
3329;frango com cream cheese;20;Rio Grande do Sul;assada;26/06/2023;CRÉDITO
3330;frango com queijo;16;Bahia;frita;03/04/2023;DINHEIRO
3331;calabresa;9;Mato Grosso do Sul;assada;22/02/2022;PIX
3332;carne com cream cheese;21;Alagoas;assada;09/11/2021;CRÉDITO
3333;calabresa;9;Maranhão;frita;25/04/2020;DÉBITO
3334;frango;11;Maranhão;assada;22/04/2020;CRÉDITO
3335;frango com cream cheese;20;Ceará;frita;31/01/2023;CRÉDITO
3336;frango com cream cheese;20;Bahia;frita;25/08/2022;CRÉDITO
3337;carne;12;Bahia;assada;08/02/2021;CRÉDITO
3338;frango com cream cheese;20;Minas Gerais;assada;17/05/2023;DÉBITO
3339;carne com queijo;17;Mato Grosso do Sul;frita;02/08/2021;PIX
3340;frango com queijo;16;Rio Grande do Sul;assada;09/02/2019;PIX
3341;carne com queijo;17;Alagoas;assada;22/08/2021;CRÉDITO
3342;frango;11;Mato Grosso do Sul;frita;19/05/2022;CRÉDITO
3343;carne com queijo;17;Alagoas;assada;24/10/2022;DINHEIRO
3344;frango com queijo;16;Santa Catarina;frita;29/03/2022;PIX
3345;carne com queijo;17;São Paulo;frita;20/12/2018;CRÉDITO
3346;frango com queijo;16;Minas Gerais;frita;16/06/2023;DINHEIRO
3347;carne com cream cheese;21;Rio de Janeiro;frita;15/07/2021;DÉBITO
3348;frango com cream cheese;20;Ceará;frita;31/01/2023;CRÉDITO
3349;calabresa com queijo;15;Maranhão;assada;09/11/2024;CRÉDITO
3350;frango com cream cheese;20;Bahia;frita;01/05/2024;DINHEIRO
3351;carne;12;Maranhão;frita;21/07/2019;CRÉDITO
3352;calabresa com queijo;15;Bahia;assada;03/06/2023;DINHEIRO
3353;pizza;10;Minas Gerais;frita;04/01/2023;CRÉDITO
3354;calabresa com cream cheese;22;Rio Grande do Sul;frita;02/02/2024;DÉBITO
3355;calabresa com cream cheese;22;Santa Catarina;assada;20/06/2019;DINHEIRO
3356;pizza;10;Maranhão;assada;05/07/2022;DÉBITO
3357;carne com queijo;17;Santa Catarina;assada;02/09/2024;DÉBITO
3358;frango com cream cheese;20;São Paulo;assada;17/08/2019;CRÉDITO
3359;carne;12;Ceará;assada;13/01/2019;PIX
3360;frango com queijo;16;Rio Grande do Sul;assada;12/11/2018;CRÉDITO
3361;frango com cream cheese;20;Rio de Janeiro;frita;15/04/2023;CRÉDITO
3362;calabresa;9;Rio de Janeiro;assada;06/11/2021;CRÉDITO
3363;carne;12;Minas Gerais;assada;11/07/2019;PIX
3364;calabresa com cream cheese;22;São Paulo;frita;25/01/2024;PIX
3365;frango;11;Alagoas;frita;23/08/2020;DINHEIRO
3366;calabresa com queijo;15;Ceará;frita;28/06/2023;DÉBITO
3367;carne;12;São Paulo;assada;03/05/2022;DINHEIRO
3368;pizza;10;Rio de Janeiro;frita;12/01/2020;PIX
3369;frango com queijo;16;Minas Gerais;frita;23/08/2022;CRÉDITO
3370;frango com queijo;16;Santa Catarina;frita;05/10/2022;DINHEIRO
3371;calabresa com queijo;15;Santa Catarina;assada;28/05/2020;DINHEIRO
3372;carne com cream cheese;21;Maranhão;frita;08/10/2022;DINHEIRO
3373;calabresa com cream cheese;22;Bahia;assada;20/07/2018;PIX
3374;calabresa com queijo;15;Rio Grande do Sul;frita;06/01/2022;PIX
3375;calabresa com cream cheese;22;São Paulo;assada;12/01/2022;PIX
3376;calabresa com cream cheese;22;Minas Gerais;frita;30/03/2022;PIX
3377;carne;12;Bahia;assada;30/10/2021;CRÉDITO
3378;calabresa com cream cheese;22;Alagoas;assada;08/04/2024;PIX
3379;carne;12;Mato Grosso do Sul;assada;26/06/2021;PIX
3380;calabresa;9;Rio Grande do Sul;assada;08/01/2022;CRÉDITO
3381;frango;11;Rio Grande do Sul;assada;18/07/2022;PIX
3382;carne;12;Maranhão;frita;15/11/2023;PIX
3383;calabresa com queijo;15;Rio Grande do Sul;frita;22/11/2022;DÉBITO
3384;frango com cream cheese;20;Maranhão;frita;01/09/2018;DÉBITO
3385;calabresa com cream cheese;22;Maranhão;assada;18/01/2023;PIX
3386;calabresa com cream cheese;22;Ceará;assada;13/10/2021;PIX
3387;calabresa;9;Ceará;frita;18/02/2020;DINHEIRO
3388;carne com cream cheese;21;Rio Grande do Sul;frita;22/02/2022;PIX
3389;frango com cream cheese;20;Alagoas;frita;25/10/2021;CRÉDITO
3390;calabresa com cream cheese;22;Alagoas;frita;30/05/2022;PIX
3391;calabresa com cream cheese;22;Santa Catarina;frita;18/03/2021;CRÉDITO
3392;frango com queijo;16;Rio de Janeiro;frita;26/05/2020;DINHEIRO
3393;calabresa com queijo;15;Mato Grosso do Sul;assada;16/04/2020;DÉBITO
3394;carne;12;Santa Catarina;frita;07/03/2022;DINHEIRO
3395;calabresa com queijo;15;Maranhão;frita;04/02/2023;DÉBITO
3396;carne com queijo;17;Maranhão;assada;28/07/2022;DÉBITO
3397;frango com queijo;16;Maranhão;assada;26/11/2018;DINHEIRO
3398;pizza;10;Alagoas;assada;31/01/2020;DÉBITO
3399;pizza;10;São Paulo;frita;15/04/2022;DINHEIRO
3400;calabresa com cream cheese;22;Minas Gerais;frita;28/07/2018;PIX
3401;frango;11;Ceará;frita;17/01/2019;CRÉDITO
3402;calabresa com queijo;15;Alagoas;assada;08/02/2020;PIX
3403;calabresa;9;Santa Catarina;assada;11/04/2022;DINHEIRO
3404;calabresa;9;São Paulo;frita;26/08/2018;DINHEIRO
3405;calabresa com cream cheese;22;Ceará;assada;07/09/2022;PIX
3406;frango com queijo;16;Rio de Janeiro;frita;30/08/2021;CRÉDITO
3407;pizza;10;Ceará;assada;23/05/2020;CRÉDITO
3408;frango com queijo;16;Rio de Janeiro;assada;23/12/2023;CRÉDITO
3409;frango;11;Bahia;frita;12/07/2021;DÉBITO
3410;frango;11;Minas Gerais;frita;16/03/2019;CRÉDITO
3411;calabresa com queijo;15;Santa Catarina;assada;11/06/2022;PIX
3412;carne;12;Mato Grosso do Sul;frita;29/11/2019;DÉBITO
3413;frango;11;Maranhão;frita;10/11/2020;DINHEIRO
3414;calabresa;9;Santa Catarina;frita;14/07/2019;DINHEIRO
3415;pizza;10;Rio Grande do Sul;assada;10/03/2019;PIX
3416;frango com queijo;16;Mato Grosso do Sul;frita;09/11/2023;PIX
3417;pizza;10;Mato Grosso do Sul;frita;22/12/2022;DÉBITO
3418;carne com cream cheese;21;Maranhão;assada;09/06/2019;CRÉDITO
3419;carne com queijo;17;Santa Catarina;frita;08/03/2019;CRÉDITO
3420;pizza;10;Rio de Janeiro;frita;18/07/2021;DINHEIRO
3421;calabresa com queijo;15;Rio de Janeiro;frita;29/12/2022;DINHEIRO
3422;calabresa;9;Maranhão;frita;28/05/2022;CRÉDITO
3423;frango com cream cheese;20;Minas Gerais;frita;03/03/2022;PIX
3424;calabresa;9;Minas Gerais;frita;31/10/2019;DINHEIRO
3425;frango;11;Rio de Janeiro;assada;27/04/2023;DÉBITO
3426;frango;11;Rio Grande do Sul;assada;18/07/2023;PIX
3427;carne;12;Santa Catarina;frita;04/10/2019;DÉBITO
3428;carne com cream cheese;21;Rio Grande do Sul;assada;14/02/2018;PIX
3429;pizza;10;Rio Grande do Sul;frita;29/06/2021;DINHEIRO
3430;carne;12;Ceará;assada;15/04/2024;PIX
3431;carne com queijo;17;Maranhão;frita;10/01/2020;DÉBITO
3432;carne;12;Santa Catarina;frita;28/10/2021;CRÉDITO
3433;carne;12;São Paulo;assada;01/01/2023;PIX
3434;frango;11;Bahia;assada;22/06/2020;DÉBITO
3435;frango com cream cheese;20;Ceará;assada;20/03/2024;DÉBITO
3436;calabresa;9;São Paulo;frita;10/04/2022;PIX
3437;calabresa com cream cheese;22;Maranhão;frita;29/01/2024;DINHEIRO
3438;carne com cream cheese;21;Maranhão;assada;24/06/2023;DÉBITO
3439;carne com cream cheese;21;Rio Grande do Sul;assada;26/08/2024;CRÉDITO
3440;frango com queijo;16;Minas Gerais;frita;02/06/2019;DINHEIRO
3441;calabresa;9;Mato Grosso do Sul;assada;25/04/2024;CRÉDITO
3442;carne com cream cheese;21;Bahia;frita;23/04/2023;DÉBITO
3443;calabresa;9;Minas Gerais;assada;22/08/2022;CRÉDITO
3444;carne com cream cheese;21;Ceará;frita;19/07/2021;CRÉDITO
3445;calabresa com cream cheese;22;Bahia;assada;13/08/2019;DÉBITO
3446;calabresa;9;Ceará;assada;31/01/2023;DÉBITO
3447;calabresa com cream cheese;22;São Paulo;frita;15/07/2022;CRÉDITO
3448;pizza;10;Alagoas;assada;16/10/2020;PIX
3449;frango;11;Ceará;frita;17/07/2021;DINHEIRO
3450;frango com cream cheese;20;Ceará;assada;23/03/2024;CRÉDITO
3451;frango com queijo;16;Santa Catarina;assada;02/05/2020;DINHEIRO
3452;calabresa com cream cheese;22;Alagoas;frita;27/04/2023;DINHEIRO
3453;calabresa;9;Santa Catarina;assada;02/03/2020;DINHEIRO
3454;calabresa com queijo;15;Bahia;assada;28/02/2019;PIX
3455;carne com cream cheese;21;Alagoas;assada;16/09/2024;PIX
3456;calabresa com cream cheese;22;Rio Grande do Sul;assada;19/04/2020;CRÉDITO
3457;pizza;10;Rio Grande do Sul;assada;28/02/2023;PIX
3458;carne;12;Bahia;assada;21/09/2018;DINHEIRO
3459;calabresa;9;Minas Gerais;assada;06/07/2021;PIX
3460;frango;11;Minas Gerais;assada;06/09/2024;PIX
3461;calabresa com cream cheese;22;Mato Grosso do Sul;assada;17/08/2023;CRÉDITO
3462;calabresa com cream cheese;22;Rio Grande do Sul;assada;01/10/2019;CRÉDITO
3463;calabresa com cream cheese;22;Rio Grande do Sul;assada;23/08/2023;PIX
3464;calabresa com queijo;15;Minas Gerais;frita;28/11/2018;DINHEIRO
3465;frango com queijo;16;Mato Grosso do Sul;assada;05/03/2020;PIX
3466;carne com cream cheese;21;Mato Grosso do Sul;assada;20/04/2020;PIX
3467;frango;11;Maranhão;frita;20/01/2018;PIX
3468;carne;12;Alagoas;assada;12/06/2022;DÉBITO
3469;carne com cream cheese;21;Rio de Janeiro;assada;14/09/2020;CRÉDITO
3470;calabresa;9;Rio Grande do Sul;assada;13/09/2019;DINHEIRO
3471;carne;12;Santa Catarina;assada;02/04/2021;PIX
3472;carne;12;Rio de Janeiro;assada;16/11/2024;DINHEIRO
3473;calabresa com queijo;15;Minas Gerais;assada;14/02/2019;DINHEIRO
3474;carne com queijo;17;Rio de Janeiro;frita;08/11/2020;DINHEIRO
3475;frango com queijo;16;São Paulo;assada;27/06/2019;CRÉDITO
3476;frango com queijo;16;Alagoas;frita;11/12/2020;DÉBITO
3477;calabresa com queijo;15;São Paulo;assada;19/09/2020;DÉBITO
3478;frango;11;Mato Grosso do Sul;assada;04/02/2020;DÉBITO
3479;carne com cream cheese;21;Rio Grande do Sul;frita;02/02/2024;DINHEIRO
3480;frango com queijo;16;Ceará;assada;16/01/2019;DINHEIRO
3481;carne com cream cheese;21;Alagoas;frita;07/03/2022;DÉBITO
3482;carne com queijo;17;Rio Grande do Sul;frita;20/12/2022;PIX
3483;frango com cream cheese;20;Maranhão;assada;12/07/2021;DINHEIRO
3484;frango;11;Bahia;assada;07/12/2024;CRÉDITO
3485;frango com cream cheese;20;Rio de Janeiro;assada;28/05/2021;CRÉDITO
3486;pizza;10;Santa Catarina;frita;04/01/2020;DÉBITO
3487;frango com cream cheese;20;Santa Catarina;assada;03/04/2021;PIX
3488;calabresa;9;Santa Catarina;assada;15/04/2022;CRÉDITO
3489;calabresa com queijo;15;Santa Catarina;assada;03/01/2023;PIX
3490;frango;11;Maranhão;assada;10/06/2024;CRÉDITO
3491;frango com queijo;16;Minas Gerais;assada;04/07/2020;DÉBITO
3492;carne;12;Minas Gerais;frita;21/02/2021;CRÉDITO
3493;frango com cream cheese;20;Minas Gerais;frita;02/02/2022;PIX
3494;calabresa com queijo;15;São Paulo;assada;24/03/2024;DÉBITO
3495;carne com queijo;17;Minas Gerais;assada;30/08/2024;PIX
3496;carne com queijo;17;Ceará;assada;28/03/2021;DÉBITO
3497;frango;11;Alagoas;frita;29/12/2022;DÉBITO
3498;carne com cream cheese;21;Bahia;frita;04/08/2019;DÉBITO
3499;calabresa com cream cheese;22;Alagoas;frita;27/06/2019;DINHEIRO
3500;frango com cream cheese;20;Bahia;assada;13/11/2023;CRÉDITO
3501;carne;12;São Paulo;assada;15/02/2019;CRÉDITO
3502;carne;12;Rio de Janeiro;assada;24/06/2022;DINHEIRO
3503;calabresa com queijo;15;Rio Grande do Sul;frita;23/12/2023;DINHEIRO
3504;calabresa com queijo;15;São Paulo;frita;02/11/2018;DINHEIRO
3505;calabresa com cream cheese;22;Santa Catarina;assada;26/12/2019;PIX
3506;calabresa com queijo;15;Maranhão;frita;13/01/2024;CRÉDITO
3507;carne com queijo;17;Santa Catarina;assada;21/08/2023;CRÉDITO
3508;frango;11;Alagoas;assada;10/09/2021;DÉBITO
3509;carne com cream cheese;21;Bahia;assada;01/11/2024;DINHEIRO
3510;pizza;10;Minas Gerais;assada;12/07/2019;CRÉDITO
3511;frango com cream cheese;20;Rio de Janeiro;assada;20/03/2020;CRÉDITO
3512;frango;11;Mato Grosso do Sul;frita;02/12/2023;CRÉDITO
3513;calabresa com queijo;15;Minas Gerais;assada;01/09/2021;DÉBITO
3514;frango;11;Rio Grande do Sul;assada;29/09/2021;DÉBITO
3515;carne com queijo;17;Ceará;frita;28/10/2024;DÉBITO
3516;carne;12;Minas Gerais;assada;06/05/2022;DINHEIRO
3517;calabresa com cream cheese;22;São Paulo;frita;28/08/2018;PIX
3518;carne com queijo;17;Rio Grande do Sul;frita;07/09/2021;DINHEIRO
3519;carne com queijo;17;Mato Grosso do Sul;assada;14/01/2018;DÉBITO
3520;calabresa com cream cheese;22;Mato Grosso do Sul;assada;02/10/2021;DÉBITO
3521;carne;12;Rio Grande do Sul;assada;16/04/2024;DÉBITO
3522;frango com cream cheese;20;Mato Grosso do Sul;frita;07/10/2024;CRÉDITO
3523;pizza;10;Rio de Janeiro;assada;05/12/2024;DINHEIRO
3524;carne com cream cheese;21;São Paulo;assada;02/12/2023;PIX
3525;calabresa com queijo;15;Minas Gerais;frita;30/06/2022;CRÉDITO
3526;calabresa;9;Alagoas;frita;26/02/2024;CRÉDITO
3527;calabresa com cream cheese;22;São Paulo;assada;19/09/2023;DINHEIRO
3528;frango com cream cheese;20;Alagoas;frita;21/11/2019;DÉBITO
3529;carne com cream cheese;21;Rio Grande do Sul;frita;08/09/2020;DÉBITO
3530;calabresa com cream cheese;22;São Paulo;frita;19/07/2018;PIX
3531;frango;11;Rio de Janeiro;frita;13/07/2023;DINHEIRO
3532;frango com queijo;16;Minas Gerais;frita;18/06/2023;DINHEIRO
3533;carne com queijo;17;Rio de Janeiro;assada;04/04/2024;PIX
3534;frango com cream cheese;20;Maranhão;assada;30/11/2020;PIX
3535;frango com cream cheese;20;Santa Catarina;frita;24/12/2023;PIX
3536;frango com queijo;16;Bahia;assada;06/12/2024;PIX
3537;calabresa com queijo;15;Santa Catarina;frita;13/06/2024;DINHEIRO
3538;calabresa com queijo;15;Minas Gerais;frita;06/10/2019;PIX
3539;calabresa;9;São Paulo;frita;27/04/2022;PIX
3540;calabresa com queijo;15;Santa Catarina;assada;15/09/2024;DÉBITO
3541;pizza;10;Rio de Janeiro;assada;18/06/2024;DÉBITO
3542;calabresa;9;São Paulo;assada;05/08/2018;CRÉDITO
3543;calabresa com cream cheese;22;Rio de Janeiro;assada;13/01/2020;DÉBITO
3544;carne;12;Maranhão;assada;14/06/2024;PIX
3545;pizza;10;Bahia;assada;24/07/2024;DINHEIRO
3546;carne com cream cheese;21;Minas Gerais;assada;01/04/2019;DINHEIRO
3547;carne;12;Maranhão;assada;19/07/2022;CRÉDITO
3548;carne;12;Ceará;frita;29/05/2020;CRÉDITO
3549;frango com queijo;16;Ceará;frita;18/01/2022;PIX
3550;frango;11;Rio Grande do Sul;assada;31/03/2020;CRÉDITO
3551;carne com queijo;17;São Paulo;assada;14/11/2019;DINHEIRO
3552;frango com cream cheese;20;Maranhão;frita;12/09/2019;PIX
3553;carne;12;Ceará;frita;30/06/2024;DINHEIRO
3554;carne;12;Santa Catarina;assada;10/11/2023;DINHEIRO
3555;carne;12;Minas Gerais;assada;07/07/2022;DINHEIRO
